CAS,Name,MW,VP (mm Hg),log VP,Estimate VP (mm Hg),log VP est,Error,VP temp (degC),VP type,Reference
75-76-3,TETRAMETHYLSILANE,88.226,717.8,2.8560034539972,716.0,2.8549130223079,-0.00109043168930034,25,EXP,"BOUBLIK,T ET AL. (1984)"
75-77-4,CHLOROTRIMETHYLSILANE,108.64,233.67,2.3686029585592,197.0,2.2944662261616,-0.0741367323976001,25,EXP,"BOUBLIK,T ET AL. (1984)"
75-78-5,DICHLORODIMETHYLSILANE,129.06,144.3,2.1592663310935,130.0,2.1139433523068,-0.0453229787866998,25,EXP,"DAUBERT,TE & DANNER,RP (1989)"
75-79-6,METHYLTRICHLOROSILANE,149.48,167.0,2.2227164711476,157.0,2.1958996524092,-0.0268168187384004,25,EXP,"RIDDICK,JA ET AL. (1986)"
75-81-0,"Ethane, 1,2-dibromo-1,1-dichloro-",256.75,0.9,-0.0457574905606751,0.463,-0.334419008982047,-0.288661518421372,25,EXP,"BOUBLIK,T ET AL. (1984)"
75-83-2,"2,2-DIMETHYLBUTANE",86.178,319.27,2.5041581122552,310.0,2.4913616938343,-0.0127964184209,25,EXP,"BOUBLIK,T ET AL. (1984)"
75-84-3,"2,2-DIMETHYL-1-PROPANOL",88.151,16.0,1.2041199826559,5.11,0.708420900134713,-0.495699082521187,20,EXP,MERCK INDEX (1989)
75-85-4,2-METHYL-2-BUTANOL,88.151,16.7,1.2227164711476,17.7,1.2479732663618,0.0252567952142,25,EXP,"DAUBERT,TE & DANNER,RP (1985)"
75-86-5,ACETONE CYANOHYDRIN,85.106,0.341,-0.467245621007502,0.409,-0.388276691992658,0.078968929014844,25,EXP,"DAUBERT,TE & DANNER,RP (1989)"
75-87-6,TRICHLOROACETALDEHYDE,147.39,50.0,1.698970004336,41.2,1.6148972160331,-0.0840727883029,25,EXP,"PERRY,RH & GREEN,D (1984)"
75-89-8,"2,2,2-TRIFLUOROETHANOL",100.04,71.271,1.8529128524049,75.0,1.8750612633917,0.0221484109868002,25,EXP,"MEEKS,AC & GOLDFARB,IJ (1967)"
75-91-2,TERT-BUTYLHYDROPEROXIDE,90.123,5.465,0.737590166285722,38.1,1.5809249756756,0.843334809389878,25,EXP,"DAUBERT,TE & DANNER,RP (1989)"
75-94-5,VINYLTRICHLOROSILANE,161.49,65.859,1.8186151321187,53.8,1.7307822756664,-0.0878328564523001,25,EXP,"BOUBLIK,T ET AL. (1984)"
75-97-8,"3,3-DIMETHYL-2-BUTANONE",100.16,31.5,1.4983105537896,33.6,1.5263392773898,0.0280287236001999,25,EXP,"DAUBERT,TE & DANNER,RP (1993)"
75-98-9,"2,2-Dimethyl propanoic acid",102.13,0.5,-0.301029995663981,1.54,0.187520720836463,0.488550716500444,25,EXT,"STEELE,WV ET AL. (2002B)"
75-99-0,DALAPON,142.97,0.151,-0.821023052706831,0.67,-0.173925197299174,0.647097855407657,25,EXT,from reduced pressure BPs
76-01-7,PENTACHLOROETHANE,202.3,3.5,0.544068044350276,2.54,0.404833716619938,-0.139234327730338,25,EXP,ENGINEERING SCIENCES DATA UNIT (1976)
76-02-8,TRICHLORACETYLCHLORIDE,181.83,21.32,1.3287872003545,17.2,1.2355284469075,-0.093258753447,25,EXP,"DAUBERT,TE & DANNER,RP (1993)"
76-03-9,TRICHLOROACETIC ACID,163.39,0.06,-1.2218487496164,0.196,-0.707743928643524,0.514104820972876,25,EXT,"PERRY,RH & GREEN,D (1984)"
76-05-1,TRIFLUOROACETIC ACID,114.02,110.0,2.0413926851582,116.0,2.0644579892269,0.0230653040686999,25,EXP,"DAUBERT,TE & DANNER,RP (1989)"
76-06-2,TRICHLORONITROMETHANE,164.38,23.8,1.3765769570565,22.3,1.3483048630482,-0.0282720940083001,25,EXP,"MARTIN,H & WORTHING,CR (1977)"
76-11-9,"1,1,1,2-TETRACHLORO-2,2-DIFLUOROETHANE",203.83,60.0,1.7781512503836,37.2,1.5705429398819,-0.2076083105017,25,EXP,"DAUBERT,TE & DANNER,RP (1998)"
76-12-0,"1,1,2,2,-TETRACHLORODIFLUOROETHANE",203.83,50.5,1.7032913781187,47.3,1.6748611407378,-0.0284302373809,25,EXP,"DAUBERT,TE & DANNER,RP (1989)"
76-13-1,"1,1,2-TRICHLOROTRIFLUOROETHANE",187.38,362.5,2.559308010907,320.0,2.5051499783199,-0.0541580325870998,25,EXP,"BOUBLIK,T ET AL. (1984)"
76-14-2,"1,2-DICHLOROTETRAFLUOROETHANE",170.92,2014.0,3.3040594662176,1630.0,3.212187604404,-0.0918718618136003,25,EXP,"RIDDICK,JA ET AL. (1986)"
76-15-3,CHLOROPENTAFLUOROETHANE,154.47,6859.0,3.8362608028585,6090.0,3.7846172926329,-0.0516435102255999,25,EXP,"DAUBERT,TE & DANNER,RP (1989)"
76-16-4,HEXAFLUOROETHANE,138.01,25072.0,4.3991889791245,15100.0,4.1789769472932,-0.2202120318313,25,EXT,"DAUBERT,TE & DANNER,RP (1989)"
76-19-7,OCTAFLUOROPROPANE,188.02,6631.0,3.821579027912,5340.0,3.7275412570286,-0.0940377708833999,25,EXP,"DAUBERT,TE & DANNER,RP (1989)"
76-22-2,CAMPHOR,152.24,0.65,-0.187086643357144,0.0107,-1.9706162223148,-1.7835295789577,25,EXP,"JONES,AH (1960)"
76-37-9,"2,2,3,3-TETRAFLUOROPROPANOL",132.06,14.735,1.1683501401859,12.2,1.0863598306747,-0.0819903095112,25,EXP,"BOUBLIK,T ET AL. (1984)"
76-44-8,HEPTACHLOR,373.32,0.0004,-3.397940008672,0.000238,-3.6234230429435,-0.2254830342715,25,EXP,"TOMLIN,C (1994)"
76-49-3,BORNYL ACETATE,196.29,0.228,-0.642065152999546,0.107,-0.97061622231479,-0.328551069315244,25,EXP,"PERRY,RH & GREEN,D (1984)"
76-87-9,TRIPHENYLTIN HYDROXIDE,367.02,3.53e-07,-6.4522252946122,1.14e-08,-7.9430951486635,-1.4908698540513,25,EXP,"WAUCHOPE,RD ET AL. (1991A)"
77-47-4,HEXACHLOROCYCLOPENTADIENE,272.77,0.06,-1.2218487496164,0.0488,-1.3115801779973,-0.0897314283808999,25,EXP,"DAUBERT,TE & DANNER,RP (1985)"
77-73-6,DICYCLOPENTADIENE,132.21,2.294,0.360593413565249,1.65,0.217483944213906,-0.143109469351343,25,EXT,"DAUBERT,TE & DANNER,RP (1989)"
77-74-7,3-METHYL-3-PENTANOL,102.18,5.56,0.745074791582057,6.15,0.788875115775417,0.04380032419336,25,EXP,"JORDAN,TE (1954)"
77-75-8,METHYL PENTYNOL,98.146,5.25,0.720159303405957,5.59,0.747411807886423,0.027252504480466,20,EXP,"WEBER,RC ET AL. (1981)"
77-76-9,"2,2-DIMETHOXYPROPANE",104.15,101.84,2.0079183906456,85.7,1.9329808219232,-0.0749375687223999,25,EXT,"BAGLAY,AK ET AL. (1988)"
77-78-1,DIMETHYLSULFATE,126.13,0.677,-0.169411331314856,0.624,-0.204815410317576,-0.03540407900272,25,EXP,"DAUBERT,TE & DANNER,RP (1991)"
77-81-6,TABUN,162.13,0.07,-1.1549019599857,0.0463,-1.334419008982,-0.1795170489963,25,EXP,"WATKINS,TF ET AL. (1968)"
77-92-9,CITRIC ACID,192.13,1.66e-08,-7.7798919119599,5.64e-09,-8.2487208960167,-0.4688289840568,25,EXT,"DAUBERT,TE & DANNER,RP (1991)"
77-93-0,TRIETHYL CITRATE,276.29,0.000687,-3.1630432629404,0.000198,-3.7033348097385,-0.5402915467981,25,EXT,"OHE,S (1976)"
77-99-6,"1,1,1-TRIS(HYDROXYMETHYL)PROPANE",134.18,4.49e-05,-4.3477536589967,4.22e-05,-4.3746875490383,-0.0269338900416001,25,EXP,"DAUBERT,TE & DANNER,RP (1989)"
78-00-2,TETRAETHYL LEAD,323.44,0.26,-0.585026652029182,0.47,-0.327902142064283,0.257124509964899,25,EXP,"WANG,Y ET AL. (1996)"
78-08-0,TRIETHOXYVINYLSILANE,190.32,2.283,0.358505911490235,0.721,-0.142064735280571,-0.500570646770806,25,EXP,"BOUBLIK,T ET AL. (1984)"
78-10-4,ETHYL SILICATE,208.33,1.883,0.274850320016665,1.65,0.217483944213906,-0.057366375802759,25,EXP,"PERRY,RH & GREEN,D (1984)"
78-11-5,PENTAERYTHRITOL TETRANITRATE,316.14,5.45e-09,-8.2636034977234,4.21e-06,-5.3757179041643,2.8878855935591,25,EXT,"JONES,AH (1960)"
78-28-4,"3-Pentanol, 3-methyl-, carbamate",145.2,0.7,-0.154901959985743,0.379,-0.421360790031928,-0.266458830046185,24,EXP,MERCK INDEX (1996)
78-30-8,TRI-O-CRESYL PHOSPHATE,368.37,1.46e-05,-4.8356471442156,0.0121,-1.9172146296835,2.9184325145321,25,EXT,"YAWS,CL (1994)"
78-38-6,"Phosphonic acid, ethyl-, diethyl ester",166.16,0.0724,-1.1402614338029,0.399,-0.399027104313252,0.741234329489648,25,EXP,"BOUBLIK,T ET AL. (1984)"
78-40-0,TRIETHYL PHOSPHATE,182.16,0.393,-0.405607449624573,0.165,-0.782516055786094,-0.376908606161521,25,EXP,"DAUBERT,TE & DANNER,RP (1991)"
78-42-2,TRIS(2-ETHYLHEXYL) PHOSPHATE,434.65,8.25e-08,-7.0835460514501,6.07e-07,-6.2168113089247,0.8667347425254,25,EXP,"HINCKLEY,DA ET AL. (1990)"
78-48-8,TRIBUFOS,314.51,5.3e-06,-5.2757241303992,1.32e-05,-4.8794260687942,0.396298061605,25,EXP,"TOMLIN,C (1997)"
78-57-9,MENAZON,281.3,9.75e-07,-6.0109953843015,6.77e-08,-7.1694113313149,-1.1584159470134,25,EXP,"METCALF,RA (1989)"
78-59-1,ISOPHORONE,138.21,0.438,-0.3585258894959,0.249,-0.603800652904264,-0.245274763408364,25,EXP,"DAUBERT,TE & DANNER,RP (1989)"
78-62-6,DIMETHYL DIETHOXYSILANE,148.28,20.0,1.301029995664,20.4,1.3096301674259,0.0086001717619002,25,EXP,"JORDAN,TE (1954)"
78-67-1,"2,2'-Azobis(2-methylpropionitrile)",164.21,0.0067,-2.1739251972992,0.0014,-2.8538719643218,-0.6799467670226,25,EXP,Revised OECD HPV Form 1 (1997)
78-70-6,LINALOOL,154.25,0.16,-0.795880017344075,0.0832,-1.0798766737093,-0.283996656365225,25,EXP,"LI,J & PERDUE,EM (1995)"
78-75-1,"1,2-DIBROMOPROPANE",201.89,7.841,0.894371453856238,7.33,0.865103974641128,-0.02926747921511,25,EXP,"JORDAN,TE (1954)"
78-76-2,2-BROMOBUTANE,137.02,57.0,1.7558748556725,61.7,1.7902851640332,0.0344103083607001,25,EXP,"DAUBERT,TE & DANNER,RP (1989)"
78-78-4,ISOPENTANE,72.151,689.0,2.8382192219076,688.0,2.8375884382355,-0.000630783672099788,25,EXP,"DAUBERT,TE & DANNER,RP (1989)"
78-79-5,"2-METHYL-1,3-BUTADIENE",68.12,550.0,2.7403626894942,551.0,2.7411515988518,0.000788909357599898,25,EXP,"ZWOLINSKI,BJ & WILHOIT,RC (1971)"
78-81-9,ISOBUTYLAMINE,73.139,138.0,2.1398790864012,140.0,2.1461280356782,0.00624894927699993,25,EXP,"DAUBERT,TE & DANNER,RP (1989)"
78-82-0,2-METHYLPROPANENITRILE,69.107,32.7,1.5145477526603,31.7,1.5010592622178,-0.0134884904424999,25,EXP,"DAUBERT,TE & DANNER,RP (1989)"
78-83-1,ISOBUTYL ALCOHOL,74.124,10.45,1.0191162904471,13.4,1.1271047983648,0.1079885079177,25,EXP,"DAUBERT,TE & DANNER,RP (1985)"
78-84-2,ISOBUTYRALDEHYDE,72.108,173.0,2.2380461031288,164.0,2.2148438480477,-0.0232022550810997,25,EXP,"BOUBLIK,T ET AL. (1984)"
78-85-3,METHACROLEIN,70.092,155.0,2.1903316981703,140.0,2.1461280356782,-0.0442036624920998,25,EXP,"YAWS,CL (1994)"
78-86-4,2-CHLOROBUTANE,92.569,156.65,2.1949303992177,143.0,2.1553360374651,-0.0395943617526,25,EXP,"DAUBERT,TE & DANNER,RP (1989)"
78-87-5,"1,2-DICHLOROPROPANE",112.99,53.3,1.7267272090266,45.4,1.6570558528571,-0.0696713561694999,25,EXP,"BOUBLIK,T ET AL. (1984)"
78-88-6,"2,3-DICHLOROPROPENE",110.97,61.157,1.7864461733492,48.4,1.6848453616444,-0.1016008117048,25,EXP,"DAUBERT,TE & DANNER,RP (1989)"
78-89-7,2-CHLORO-1-PROPANOL,94.542,5.25,0.720159303405957,3.37,0.527629900871339,-0.192529402534618,20,EXP,"WEBER,RC ET AL. (1981)"
78-90-0,"1,2-DIAMINOPROPANE",74.127,10.606,1.0255516227825,16.0,1.2041199826559,0.1785683598734,25,EXP,"DAUBERT,TE & DANNER,RP (1989)"
78-92-2,2-BUTANOL,74.124,18.33,1.2631624649622,20.6,1.3138672203692,0.0507047554069999,25,EXP,"DAUBERT,TE & DANNER,RP (1985)"
78-93-3,2-BUTANONE,72.108,90.6,1.9571281976768,98.5,1.9934362304976,0.0363080328208001,25,EXP,"ALARIE,Y ET AL. (1995)"
78-95-5,CHLOROACETONE,92.526,12.0,1.0791812460476,16.4,1.2148438480477,0.1356626020001,25,EXP,"HANN,RWJR & JENSEN,PA (1977)"
78-96-6,1-AMINO-2-PROPANOL,75.111,0.47,-0.327902142064283,0.768,-0.114638779968488,0.213263362095795,25,EXP,"DAUBERT,TE & DANNER,RP (1989)"
78-97-7,2-HYDROXYPROPANENITRILE,71.079,0.1189,-0.924818145381308,0.203,-0.692503962086787,0.232314183294521,25,EXP,"DAUBERT,TE & DANNER,RP (1989)"
78-99-9,"1,1-Dichloropropane",112.99,68.3,1.8344207036815,62.1,1.7930916001766,-0.0413291035048999,25,EXP,"DYKYJ,J (1970)"
79-00-5,"1,1,2-TRICHLOROETHANE",133.41,23.0,1.3617278360176,20.6,1.3138672203692,-0.0478606156484001,25,EXP,ENGINEERING SCIENCES DATA UNIT (1976)
79-01-6,TRICHLOROETHENE,131.39,69.0,1.8388490907373,72.5,1.860338006571,0.0214889158336999,25,EXP,"BOUBLIK,T ET AL. (1984)"
79-02-7,DICHLOROACETALDEHYDE,112.94,55.4,1.7435097647284,59.3,1.7730546933643,0.0295449286359002,25,EXP,"YAWS,CL (1994)"
79-04-9,CHLOROACETYLCHLORIDE,112.94,25.2,1.4014005407815,28.9,1.4608978427565,0.059497301975,25,EXP,"DAUBERT,TE & DANNER,RP (1993)"
79-05-0,PROPRIONAMIDE,73.095,0.0378,-1.4225082001628,0.0503,-1.2984320149441,0.1240761852187,25,EXP,"PERRY,RH & GREEN,D (1984)"
79-06-1,ACRYLAMIDE,71.079,0.007,-2.1549019599857,0.128,-0.892790030352132,1.2621119296336,25,EXP,"BIKALES,NM & KOLODNY,ER (1963)"
79-08-3,BROMOACETIC ACID,138.95,0.1185,-0.926281649653877,0.131,-0.882728704344236,0.043552945309641,25,EXP,"PERRY,RH & GREEN,D (1984)"
79-09-4,PROPIONIC ACID,74.08,3.53,0.547774705387823,6.04,0.781036938621132,0.233262233233309,25,EXP,"DAUBERT,TE & DANNER,RP (1985)"
79-10-7,ACRYLIC ACID,72.064,3.97,0.598790506763115,6.02,0.779596491257824,0.180805984494709,25,EXP,"DAUBERT,TE & DANNER,RP (1987)"
79-11-8,CHLOROACETIC ACID,94.498,0.065,-1.1870866433571,0.247,-0.607303046740334,0.579783596616766,25,EXP,"FREITER,ER (1978)"
79-14-1,HYDROXYACETIC ACID,76.052,0.02,-1.698970004336,0.017,-1.7695510786217,-0.0705810742856998,25,EXT,"DAUBERT,TE & DANNER,RP (1991)"
79-16-3,N-METHYLACETAMIDE,73.095,0.44,-0.356547323513813,0.242,-0.616184634019569,-0.259637310505756,23,EXP,"YAWS,CL (1994)"
79-20-9,METHYL ACETATE,74.08,216.2,2.3348556896173,52.7,1.7218106152125,-0.6130450744048,25,EXP,"AMBROSE,D ET AL. (1981)"
79-21-0,PEROXYACETIC ACID,76.052,14.46,1.1601682929585,24.3,1.3856062735983,0.2254379806398,25,EXP,"DAUBERT,TE & DANNER,RP (1989)"
79-24-3,NITROETHANE,75.068,20.839,1.318876874661,20.4,1.3096301674259,-0.0092467072350999,25,EXP,"DAUBERT,TE & DANNER,RP (1996)"
79-27-6,"1,1,2,2-TETRABROMOETHANE",345.65,0.02,-1.698970004336,0.0614,-1.2118316288588,0.4871383754772,25,EXP,"DAUBERT,TE & DANNER,RP (1989)"
79-29-8,"2,3-DIMETHYLBUTANE",86.178,235.0,2.3710678622717,227.0,2.3560258571931,-0.0150420050786,25,EXP,"DAUBERT,TE & DANNER,RP (1989)"
79-31-2,ISOBUTYRIC ACID,88.107,1.81,0.257678574869185,3.27,0.514547752660286,0.256869177791101,25,EXP,"DAUBERT,TE & DANNER,RP (1989)"
79-34-5,"1,1,2,2-TETRACHLOROETHANE",167.85,4.62,0.664641975556125,4.72,0.673941998634088,0.00930002307796296,25,EXP,"DAUBERT,TE & DANNER,RP (1985)"
79-36-7,DICHLOROACETYL CHLORIDE,147.39,23.02,1.3621053192938,26.5,1.4232458739368,0.0611405546429999,25,EXP,"DAUBERT,TE & DANNER,RP (1989)"
79-38-9,CHLOROTRIFLUOROETHYLENE,116.47,4592.0,3.6620018793899,4190.0,3.6222140229663,-0.0397878564236001,25,EXP,"DAUBERT,TE & DANNER,RP (1989)"
79-39-0,Methacrylamide,85.106,0.0849,-1.071092309756,0.029,-1.537602002101,-0.466509692345,25,EXP,"DAUBERT,TE & DANNER,RP (1989)"
79-40-3,RUBEANIC ACID,120.2,1.643e-06,-5.7843624365649,0.00112,-2.9507819773298,2.8335804592351,25,EXT,"JONES,AH (1960)"
79-41-4,METHACRYLIC ACID,86.091,0.99,-0.00436480540245009,2.18,0.338456493604605,0.342821299007055,25,EXP,"DAUBERT,TE & DANNER,RP (1997)"
79-43-6,DICHLOROACETIC ACID,128.94,0.1787,-0.747875447494356,0.00667,-2.1758741660835,-1.4279987185891,25,EXP,"DAUBERT,TE & DANNER,RP (1989)"
79-44-7,DIMETHYLCARBAMYL CHLORIDE,107.54,1.95,0.290034611362518,1.8,0.255272505103306,-0.034762106259212,25,EXP,"JABER,HM ET AL. (1984B)"
79-46-9,2-NITROPROPANE,89.095,17.21,1.2357808703276,15.5,1.1903316981703,-0.0454491721573,25,EXP,"DAUBERT,TE & DANNER,RP (1987)"
79-53-8,CHLOROPENTAFLUOROACETONE,182.48,1425.0,3.1538148643445,1410.0,3.1492191126554,-0.00459575168909998,25,EXP,"BOUBLIK,T ET AL. (1984)"
79-92-5,CAMPHENE,136.24,2.505,0.398807730203264,1.78,0.250420002308894,-0.14838772789437,25,EXT,"DAUBERT,TE & DANNER,RP (1989)"
80-15-9,CUMENE HYDROPEROXIDE,152.19,0.00327,-2.4854522473397,0.0695,-1.1580151954099,1.3274370519298,25,EXP,"DAUBERT,TE & DANNER,RP (1989)"
80-46-6,P-TERT-AMYLPHENOL,164.25,0.002,-2.698970004336,0.00116,-2.9355420107731,-0.2365720064371,25,EXT,"DAUBERT,TE & DANNER,RP (1989)"
80-56-8,ALPHA-PINENE,136.24,4.75,0.676693609624867,4.02,0.60422605308447,-0.072467556540397,25,EXP,"DAUBERT,TE & DANNER,RP (1989)"
80-59-1,TIGLIC ACID,100.12,0.1334,-0.87484417041947,0.448,-0.348721986001856,0.526122184417614,25,EXP,"PERRY,RH & GREEN,D (1984)"
80-62-6,METHYL METHACRYLATE,100.12,38.5,1.5854607295085,36.7,1.5646660642521,-0.0207946652563999,25,EXP,"DAUBERT,TE & DANNER,RP (1985)"
81-64-1,"1,4-DIHYDROXY-9,10-ANTHRACENEDIONE",240.22,2.431e-08,-7.6142150411567,7.12e-10,-9.1475200063631,-1.5333049652064,25,EXP,"MALASPINA,L ET AL. (1973A)"
81-81-2,WARFARIN,308.34,1.16e-07,-6.9355420107731,1.12e-11,-10.95078197733,-4.0152399665569,21,EXP,"HARTLEY,D & KIDD,H (1983)"
82-34-8,1-NITROANTHRAQUINONE,253.22,4e-09,-8.397940008672,1.69e-08,-7.7721132953863,0.6258267132857,25,EXT,"BAUGHMAN,GL & PERENICH,TA (1988)"
82-38-2,DISPERSE RED 9,237.26,7e-09,-8.1549019599857,3.06e-07,-6.5142785735184,1.6406233864673,25,EXT,"BAUGHMAN,GL & PERENICH,TA (1988)"
82-39-3,"1-METHOXY-9,10-ANTHRAQUINONE",238.25,2.76e-07,-6.5590909179348,1.11e-06,-5.9546770212133,0.6044138967215,25,EXP,"SHIMIZU,T ET AL. (1987)"
82-45-1,1-AMINOANTHRAQUINONE,223.23,5e-09,-8.301029995664,1.91e-08,-7.7189666327523,0.5820633629117,25,EXT,"SHIMIZU,T ET AL. (1987)"
82-66-6,DIPHACINONE,340.38,1.03e-10,-9.9871627752948,2.04e-09,-8.6903698325741,1.2967929427207,25,EXP,"TOMLIN,C (1997)"
82-68-8,PENTACHLORONITROBENZENE,295.34,5e-05,-4.301029995664,2.72e-05,-4.5654310959658,-0.2644011003018,20,EXP,"GILE,JD & GILLETT,JW (1979)"
83-32-9,ACENAPHTHENE,154.21,0.00215,-2.6675615400844,0.00129,-2.8894102897008,-0.2218487496164,25,EXP,"SONNEFELD,WJ ET AL. (1983)"
83-34-1,3-METHYLINDOLE,131.18,0.005545,-2.2560984495148,0.0023,-2.6382721639824,-0.3821737144676,25,EXT,"PERRY,RH & GREEN,D (1984)"
83-41-0,"1,2-DIMETHYL-3-NITROBENZENE",151.17,0.359,-0.444905551421681,0.0463,-1.334419008982,-0.889513457560319,25,EXT,"BOUBLIK,T ET AL. (1984)"
84-15-1,O-TERPHENYL,230.31,0.00025,-3.602059991328,0.000181,-3.7423214251308,-0.1402614338028,25,EXT,"DAUBERT,TE & DANNER,RP (1989)"
84-61-7,DICYCLOHEXYL PHTHALATE,330.43,8.69e-07,-6.0609802235513,4.58e-06,-5.3391345219961,0.7218457015552,25,EXT,"WERNER,AC (1952)"
84-64-0,BUTYLCYCLOHEXYL PHTHALATE,304.39,4.77e-06,-5.3214816209599,5.35e-05,-4.2716462179788,1.0498354029811,25,EXT,"WERNER,AC (1952)"
84-65-1,ANTHRAQUINONE,208.22,1.16e-07,-6.9355420107731,3.83e-08,-7.4168012260314,-0.481259215258301,25,EXP,"SHIMIZU,T ET AL. (1987)"
84-66-2,DIETHYL PHTHALATE,222.24,0.0021,-2.6777807052661,0.00254,-2.5951662833801,0.0826144218859999,25,EXP,"HINCKLEY,DA ET AL. (1990)"
84-74-2,DIBUTYL PHTHALATE,278.35,2.01e-05,-4.6968039425795,0.000228,-3.6420651529995,1.05473878958,25,EXP,"DONOVAN,SF (1996)"
84-75-3,DIHEXYL PHTHALATE,334.46,1.4e-05,-4.8538719643218,1.97e-05,-4.7055337738384,0.1483381904834,25,EXP,"HOWARD,PH ET AL. (1985)"
85-01-8,PHENANTHRENE,178.24,0.000121,-3.9172146296835,4.32e-05,-4.3645162531851,-0.4473016235016,25,EXP,"SONNEFELD,WJ ET AL. (1983)"
85-02-9,BENZO(F)QUINOLINE,179.22,5.6e-05,-4.2518119729938,0.000136,-3.8664610916298,0.385350881364,25,EXP,"MCEACHERN,DM ET AL. (1975)"
85-44-9,PHTHALIC ANHYDRIDE,148.12,0.000517,-3.2865094569061,0.000222,-3.6536470255494,-0.3671375686433,25,EXT,"JONES,AH (1960)"
85-68-7,BUTYL BENZYL PHTHALATE,312.37,8.25e-06,-5.0835460514501,4.4e-05,-4.3565473235138,0.726998727936301,25,EXP,"HOWARD,PH ET AL. (1985)"
86-28-2,N-ETHYLCARBAZOL,195.27,0.0002203,-3.6569855028492,0.000222,-3.6536470255494,0.00333847729980041,25,EXT,"CHAO,J ET AL. (1983)"
86-50-0,METHYL AZINPHOS,317.33,1.6e-06,-5.7958800173441,1.33e-07,-6.8761483590329,-1.0802683416888,20,EXP,USDA PESTICIDE PROPERTIES DATABASE
86-55-5,1-NAPTHOIC ACID,172.19,8.839e-06,-5.0535968661009,7.85e-05,-4.1051303432547,0.9484665228462,25,EXT,"PERRY,RH & GREEN,D (1984)"
86-57-7,1-NITRONAPHTHALENE,173.17,0.00048,-3.3187587626244,0.000729,-3.137272471682,0.1814862909424,25,EXT,ALDRICH (1988)
86-73-7,9H-FLUORENE,166.22,0.0006,-3.2218487496164,0.00033,-3.4814860601221,-0.2596373105057,25,EXP,"SONNEFELD,WJ ET AL. (1983)"
86-74-8,CARBAZOLE,167.21,7.5e-07,-6.1249387366083,4.06e-07,-6.3914739664228,-0.2665352298145,25,EXT,"BOUBLIK,T ET AL. (1984)"
87-41-2,PHTHALIDE,134.14,0.002,-2.698970004336,0.00111,-2.9546770212133,-0.2557070168773,25,EXT,"PERRY,RH & GREEN,D (1984)"
87-59-2,"2,3-DIMETHYLANILINE",121.18,0.075,-1.1249387366083,0.121,-0.91721462968355,0.20772410692475,25,EXP,"WEBER,RC ET AL. (1981)"
87-61-6,"1,2,3-TRICHLOROBENZENE",181.45,0.21,-0.677780705266081,0.0718,-1.1438755557577,-0.466094850491619,25,EXP,"SHIU,WY & MACKAY,D (1997)"
87-62-7,"2,6-DIMETHYLANILINE",121.18,0.13,-0.886056647693163,0.169,-0.772113295386326,0.113943352306837,25,EXP,"CHAO,J ET AL. (1983)"
87-65-0,"2,6-DICHLOROPHENOL",163.0,0.033,-1.4814860601221,0.0227,-1.6439741428069,-0.1624880826848,25,EXT,"BIDLEMAN,TF & RENBERG,L (1985)"
87-66-1,"1,2,3-TRIHYDROXYBENZENE",126.11,0.000479,-3.3196644865854,1.17e-05,-4.9318141382538,-1.6121496516684,25,EXT,"YAWS,CL (1994A)"
87-68-3,HEXACHLOROBUTADIENE,260.76,0.22,-0.657577319177794,0.252,-0.598599459218456,0.058977859959338,25,EXP,"DAUBERT,TE & DANNER,RP (1989)"
87-85-4,HEXAMETHYLBENZENE,162.28,0.00086,-3.0655015487564,0.000464,-3.3334820194451,-0.2679804706887,25,EXP,"JONES,AH (1960)"
87-86-5,PENTACHLOROPHENOL,266.34,0.00011,-3.9586073148418,1.08e-05,-4.9665762445131,-1.0079689296713,25,EXP,"SCOW,K ET AL. (1980)"
88-06-2,"2,4,6-TRICHLOROPHENOL",197.45,0.008,-2.0969100130081,0.00536,-2.2708352103072,-0.1739251972991,25,EXT,"BIDLEMAN,TF & RENBERG,L (1985)"
88-09-5,2-ETHYLBUTYRIC ACID,116.16,0.188,-0.72584215073632,0.486,-0.313363730737707,0.412478419998613,25,EXP,"DAUBERT,TE & DANNER,RP (1989)"
88-16-4,CHLORO(TRIFLUOROMETHYL)BENZENE,180.56,5.083,0.706120109702704,3.62,0.558708570533166,-0.147411539169538,25,EXP,"PERRY,RH & GREEN,D (1984)"
88-18-6,O-T-BUTYLPHENOL,150.22,0.09,-1.0457574905607,0.0531,-1.2749054789185,-0.2291479883578,25,EXT,"PERRY,RH & GREEN,D (1984)"
88-69-7,O-ISOPROPYLPHENOL,136.2,0.09889,-1.0048476231085,0.0901,-1.0452752090209,-0.0404275859124001,25,EXT,"PERRY,RH & GREEN,D (1984)"
88-72-2,2-NITROTOLUENE,137.14,0.18816,-0.725472695603956,0.118,-0.928117992693875,-0.202645297089919,25,EXT,"PERRY,RH & GREEN,D (1984)"
88-73-3,2-CHLORO-1-NITROBENZENE,157.56,0.0182,-1.7399286120149,0.0287,-1.542118103266,0.1978105087489,25,EXT,"DAUBERT,TE & DANNER,RP (1989)"
88-74-4,2-NITROANILINE,138.13,0.00277,-2.5575202309356,0.00167,-2.7772835288524,-0.2197632979168,25,EXP,"DAUBERT,TE & DANNER,RP (1989)"
88-75-5,2-NITROPHENOL,139.11,0.113,-0.94692155651658,0.0477,-1.3214816209599,-0.37456006444332,25,EXP,"SCALA,AJ & BANERJEE,S (1982)"
