CAS Number,Name,WSol (mg/L),WS Temp,WS type,Wsol Reference,VP (mm Hg),VP Temp,VP type,VP Reference,HenryLC (atm-m3/mole),HLC Temp,HLC type,HenryLC Reference
75-46-7,TRIFLUOROMETHANE,4090.0,25.0,EXP,"HORVATH,AL (1982)",35300.0,25.0,EXP,"DAUBERT,TE & DANNER,RP (1995)",0.0952,25.0,EXP,"HINE,J & MOOKERJEE,PK (1975)"
75-50-3,TRIMETHYLAMINE,890000.0,30.0,EXP,"SCHWEIZER,AE ET AL. (1978)",1610.0,25.0,EXP,"DAUBERT,TE & DANNER,RP (1985)",0.000104,25.0,EXP,"CHRISTIE,AO & CRISP,DJ (1967)"
75-52-5,NITROMETHANE,111000.0,25.0,EXP,"RIDDICK,JA ET AL. (1986)",35.8,25.0,EXP,"DAUBERT,TE & DANNER,RP (1989)",2.86e-05,25.0,EXP,"GAFFNEY,JS ET AL. (1987)"
75-55-8,2-METHYLAZIRIDINE,1000000.0,,EXP,"KIRK-OTHMER; 4th ed, 14: 3 (1995)",140.0,25.0,EXP,"FLICK,EW (1991)",1e-05,25.0,EST,VP/WSOL
75-56-9,PROPYLENE OXIDE,590000.0,25.0,EXP,"BOGYO,DA ET AL. (1980)",538.0,25.0,EXP,"BOUBLIK,T ET AL. (1984)",6.96e-05,25.0,EST,VP/WSOL
75-63-8,BROMOTRIFLUOROMETHANE,320.0,25.0,EXP,"HORVATH,AL (1982)",12200.0,25.0,EXP,"DAUBERT,TE & DANNER,RP (1989)",0.499,25.0,EXP,"HINE,J & MOOKERJEE,PK (1975)"
75-64-9,T-BUTYLAMINE,1000000.0,25.0,EXP,"YALKOWSKY,SH & DANNENFELSER,RM (1992)",372.0,25.0,EXP,"DAUBERT,TE & DANNER,RP (1989)",3.58e-05,25.0,EST,VP/WSOL
75-65-0,T-BUTANOL,1000000.0,25.0,EXP,"RIDDICK,JA ET AL. (1986)",40.7,25.0,EXP,"DAUBERT,TE & DANNER,RP (1989)",9.05e-06,25.0,EXP,"ALTSCHUH,J ET AL. (1999)"
75-68-3,"1-CHLORO-1,1-DIFLUOROETHANE",1400.0,25.0,EXP,"CHANG,WK & CRIDDLE,CS (1995)",2540.0,25.0,EXP,"DAUBERT,TE & DANNER,RP (1989)",0.0588,22.0,EXP,"CHANG,WK & CRIDDLE,CS (1995)"
75-69-4,TRICHLOROFLUOROMETHANE,1100.0,25.0,EXP,DUPONT DE NEMOURS CO (1980),803.0,25.0,EXP,"DAUBERT,TE & DANNER,RP (1985)",0.097,25.0,EXP,"WARNER,MJ & WEISS,RF (1985)"
75-71-8,DICHLORODIFLUOROMETHANE,280.0,25.0,EXP,"SMART,BE (1980)",4850.0,25.0,EXP,"DAUBERT,TE & DANNER,RP (1985)",0.343,25.0,EXP,"WARNER,MJ & WEISS,RF (1985)"
75-72-9,CHLOROTRIFLUOROMETHANE,90.0,25.0,EXP,"RIDDICK,JA ET AL. (1986)",21400.0,25.0,EXP,"PERRY,RH & GREEN,D (1984)",1.38,25.0,EXP,"PARK,T ET AL. (1982)"
75-73-0,TETRAFLUOROMETHANE,18.8,25.0,EXP,"HORVATH,AL (1982)",175000.0,25.0,EXT,"DAUBERT,TE & DANNER,RP (1995)",5.15,25.0,EXP,"PARK,T ET AL. (1982)"
75-76-3,TETRAMETHYLSILANE,19.6,25.0,EXP,"RIDDICK,JA ET AL. (1986)",718.0,25.0,EXP,"BOUBLIK,T ET AL. (1984)",4.25,25.0,EST,VP/WSOL
75-83-2,"2,2-DIMETHYLBUTANE",18.4,25.0,EXP,"YALKOWSKY,SH & DANNENFELSER,RM (1992)",319.0,25.0,EXP,"BOUBLIK,T ET AL. (1984)",1.52,25.0,EST,VP/WSOL
75-84-3,"2,2-DIMETHYL-1-PROPANOL",35000.0,25.0,EXP,"YALKOWSKY,SH & DANNENFELSER,RM (1992)",16.0,20.0,EXP,MERCK INDEX (1989),5.3e-05,25.0,EST,VP/WSOL
75-85-4,2-METHYL-2-BUTANOL,110000.0,25.0,EXP,"YALKOWSKY,SH & DANNENFELSER,RM (1992)",16.7,25.0,EXP,"DAUBERT,TE & DANNER,RP (1985)",1.38e-05,25.0,EXP,"BUTLER,JAV ET AL. (1935)"
75-87-6,TRICHLOROACETALDEHYDE,30000.0,25.0,EXP,CHEMICALS INSPECTION AND TESTING INSTITU (1992),50.0,25.0,EXP,"PERRY,RH & GREEN,D (1984)",2.91e-09,25.0,EXP,"BETTERTON,EA & HOFFMAN,MR (1988)"
75-89-8,"2,2,2-TRIFLUOROETHANOL",1000000.0,25.0,EXP,KIRK-OTHMER; (3rd ed) 10:872 (1980),71.3,25.0,EXP,"MEEKS,AC & GOLDFARB,IJ (1967)",1.73e-05,25.0,EXP,"ROCHESTER,CH & SYMONDS,JR (1973)"
75-96-7,"Acetic acid, tribromo-",200000.0,25.0,EXP,"BOWDEN,DJ ET AL. (1998A)",0.000279,25.0,EST,"NEELY,WB & BLAU,GE (1985)",3.34e-09,25.0,EXP,"BOWDEN,DJ ET AL. (1998A)"
75-97-8,"3,3-DIMETHYL-2-BUTANONE",19000.0,25.0,EXP,"YALKOWSKY,SH & DANNENFELSER,RM (1992)",31.5,25.0,EXP,"DAUBERT,TE & DANNER,RP (1993)",0.000218,25.0,EST,VP/WSOL
75-98-9,"2,2-Dimethyl propanoic acid",21700.0,20.0,EXP,"YALKOWSKY,SH & DANNENFELSER,RM (1992)",0.5,25.0,EXT,"STEELE,WV ET AL. (2002B)",2.78e-06,25.0,EXP,"KHAN,I & BRIMBLECOMBE,P (1992)"
75-99-0,DALAPON,502000.0,25.0,EXP,"YALKOWSKY,SH & DANNENFELSER,RM (1992)",0.151,25.0,EXT,from reduced pressure BPs,5.66e-08,25.0,EST,VP/WSOL
76-01-7,PENTACHLOROETHANE,480.0,25.0,EXP,"DILLING,WL (1977)",3.5,25.0,EXP,ENGINEERING SCIENCES DATA UNIT (1976),0.00194,25.0,EST,VP/WSOL
76-02-8,TRICHLORACETYLCHLORIDE,9490.0,25.0,EST,"MEYLAN,WM ET AL. (1996)",21.3,25.0,EXP,"DAUBERT,TE & DANNER,RP (1993)",0.000507,25.0,EXP,NIST WEBBOOK
76-03-9,TRICHLOROACETIC ACID,54600.0,25.0,EXP,"YALKOWSKY,SH & HE,Y (2003)",0.06,25.0,EXT,"PERRY,RH & GREEN,D (1984)",1.35e-08,25.0,EXP,"BOWDEN,DJ ET AL. (1998)"
76-04-0,"Acetic acid, chlorodifluoro-",1000000.0,25.0,EXP,"BOWDEN,DJ ET AL. (1998A)",14.3,25.0,EST,"NEELY,WB & BLAU,GE (1985)",4.1e-08,25.0,EXP,"BOWDEN,DJ ET AL. (1998A)"
76-05-1,TRIFLUOROACETIC ACID,1000000.0,20.0,EXP,"RIDDICK,JA ET AL. (1986)",110.0,25.0,EXP,"DAUBERT,TE & DANNER,RP (1989)",1.11e-07,25.0,EXP,"BOWDEN,DJ ET AL. (1998)"
76-06-2,TRICHLORONITROMETHANE,1620.0,25.0,EXP,"YALKOWSKY,SH & DANNENFELSER,RM (1992)",23.8,25.0,EXP,"MARTIN,H & WORTHING,CR (1977)",0.00205,25.0,EXP,"KAWAMOTO,K & URANO,K (1989)"
76-11-9,"1,1,1,2-TETRACHLORO-2,2-DIFLUOROETHANE",100.0,25.0,EXP,"ROY,WR & GRIFFIN,RA (1985)",60.0,25.0,EXP,"DAUBERT,TE & DANNER,RP (1998)",0.161,25.0,EST,VP/WSOL
76-12-0,"1,1,2,2,-TETRACHLORODIFLUOROETHANE",120.0,25.0,EXP,"RIDDICK,JA ET AL. (1986)",50.5,25.0,EXP,"DAUBERT,TE & DANNER,RP (1989)",0.113,25.0,EST,VP/WSOL
76-13-1,"1,1,2-TRICHLOROTRIFLUOROETHANE",170.0,25.0,EXP,"HORVATH,AL ET AL. (1999)",363.0,25.0,EXP,"BOUBLIK,T ET AL. (1984)",0.526,25.0,EST,VP/WSOL
76-14-2,"1,2-DICHLOROTETRAFLUOROETHANE",130.0,25.0,EXP,"RIDDICK,JA ET AL. (1986)",2010.0,25.0,EXP,"RIDDICK,JA ET AL. (1986)",2.8,25.0,EST,VP/WSOL
76-15-3,CHLOROPENTAFLUOROETHANE,58.0,25.0,EXP,"HORVATH,AL (1982)",6860.0,25.0,EXP,"DAUBERT,TE & DANNER,RP (1989)",5.58,25.0,EST,VP/WSOL
76-16-4,HEXAFLUOROETHANE,7.78,25.0,EXP,"YALKOWSKY,SH & DANNENFELSER,RM (1992)",25100.0,25.0,EXT,"DAUBERT,TE & DANNER,RP (1989)",20.3,25.0,EXP,"PARK,T ET AL. (1982)"
76-19-7,OCTAFLUOROPROPANE,5.7,15.0,EXP,"YALKOWSKY,SH & DANNENFELSER,RM (1992)",6630.0,25.0,EXP,"DAUBERT,TE & DANNER,RP (1989)",33.0,25.0,EST,VP/WSOL
76-22-2,CAMPHOR,1600.0,25.0,EXP,"YALKOWSKY,SH & HE,Y (2003)",0.65,25.0,EXP,"JONES,AH (1960)",8.1e-05,25.0,EST,VP/WSOL
76-37-9,"2,2,3,3-TETRAFLUOROPROPANOL",84100.0,25.0,EST,"MEYLAN,WM ET AL. (1996)",14.7,25.0,EXP,"BOUBLIK,T ET AL. (1984)",6.29e-06,25.0,EXP,"ROCHESTER,CH & SYMONDS,JR (1973)"
76-38-0,METHOXYFLURANE,28300.0,37.0,EXP,"YALKOWSKY,SH & DANNENFELSER,RM (1992)",49.1,25.0,EST,"NEELY,WB & BLAU,GE (1985)",0.0037,25.0,EXP,"ABRAHAM,MH ET AL. (1994)"
76-44-8,HEPTACHLOR,0.18,25.0,EXP,"BIGGAR,JW & RIGGS,RI (1974)",0.0004,25.0,EXP,"TOMLIN,C (1994)",0.000294,25.0,EXP,"ALTSCHUH,J ET AL. (1999)"
76-87-9,TRIPHENYLTIN HYDROXIDE,0.4,25.0,EXP,CHEMICALS INSPECTION AND TESTING INSTITU (1992),3.53e-07,25.0,EXP,"WAUCHOPE,RD ET AL. (1991A)",4.26e-07,25.0,EST,VP/WSOL
77-47-4,HEXACHLOROCYCLOPENTADIENE,1.8,25.0,EXP,"CALLAHAN,MA ET AL. (1979)",0.06,25.0,EXP,"DAUBERT,TE & DANNER,RP (1985)",0.027,25.0,EXP,"WOLFE,NL ET AL. (1982)"
77-74-7,3-METHYL-3-PENTANOL,42600.0,25.0,EXP,"YALKOWSKY,SH & DANNENFELSER,RM (1992)",5.56,25.0,EXP,"JORDAN,TE (1954)",1.76e-05,25.0,EST,VP/WSOL
77-75-8,METHYL PENTYNOL,99000.0,20.0,EXP,"HORT,EV (1978)",5.25,20.0,EXP,"WEBER,RC ET AL. (1981)",6.85e-06,20.0,EST,VP/WSOL
77-78-1,DIMETHYLSULFATE,28000.0,18.0,EXP,"BOULIN,CH & SIMON,LJ (1920)",0.677,25.0,EXP,"DAUBERT,TE & DANNER,RP (1991)",4e-06,20.0,EST,VP/WSOL
77-81-6,TABUN,98000.0,25.0,EXP,"OPRESKO,DM ET AL. (1998)",0.07,25.0,EXP,"WATKINS,TF ET AL. (1968)",1.52e-07,25.0,EST,VP/WSOL
77-92-9,CITRIC ACID,592000.0,25.0,EXP,"YALKOWSKY,SH & HE,Y (2003)",1.66e-08,25.0,EXT,"DAUBERT,TE & DANNER,RP (1991)",4.33e-14,25.0,EST,VP/WSOL
77-93-0,TRIETHYL CITRATE,65000.0,,EXP,HAWLEY'S COND. CHEM. DICT. (1993),0.000687,25.0,EXT,"OHE,S (1976)",3.84e-09,25.0,EST,VP/WSOL
77-99-6,"1,1,1-TRIS(HYDROXYMETHYL)PROPANE",1000000.0,,EXP,"WEAST,RC (1972)",4.49e-05,25.0,EXP,"DAUBERT,TE & DANNER,RP (1989)",7.93e-12,25.0,EST,VP/WSOL
78-00-2,TETRAETHYL LEAD,0.29,26.0,EXP,"FELDHAKE,CJ & STEVENS,CD (1963)",0.26,25.0,EXP,"WANG,Y ET AL. (1996)",0.568,24.0,EXP,"FELDHAKE,CJ & STEVENS,CD (1963)"
78-28-4,"3-Pentanol, 3-methyl-, carbamate",4000.0,,EXP,MERCK INDEX (1996),0.7,24.0,EXP,MERCK INDEX (1996),3.34e-05,25.0,EST,VP/WSOL
78-40-0,TRIETHYL PHOSPHATE,500000.0,25.0,EXP,"YALKOWSKY,SH & DANNENFELSER,RM (1992)",0.393,25.0,EXP,"DAUBERT,TE & DANNER,RP (1991)",3.6e-08,20.0,EXP,"WOLFENDEN,R & WILLIAMS,R (1983)"
78-42-2,TRIS(2-ETHYLHEXYL) PHOSPHATE,0.6,24.0,EXP,"YALKOWSKY,SH & DANNENFELSER,RM (1992)",8.25e-08,25.0,EXP,"HINCKLEY,DA ET AL. (1990)",7.86e-08,25.0,EST,VP/WSOL
78-48-8,TRIBUFOS,2.3,20.0,EXP,"TOMLIN,C (2003)",5.3e-06,25.0,EXP,"TOMLIN,C (1997)",2.94e-07,25.0,EXP,"FENDINGER,NJ & GLOTFELTY,DE (1990)"
78-57-9,MENAZON,240.0,20.0,EXP,"YALKOWSKY,SH & DANNENFELSER,RM (1992)",9.75e-07,25.0,EXP,"METCALF,RA (1989)",1.59e-09,25.0,EST,VP/WSOL
78-59-1,ISOPHORONE,12000.0,25.0,EXP,"PARRISH,CF (1983)",0.438,25.0,EXP,"DAUBERT,TE & DANNER,RP (1989)",6.64e-06,25.0,EST,VP/WSOL
78-67-1,"2,2'-Azobis(2-methylpropionitrile)",350.0,25.0,EXP,Revised OECD HPV Form 1 (1997),0.0067,25.0,EXP,Revised OECD HPV Form 1 (1997),4.14e-06,25.0,EST,VP/WSOL
78-70-6,LINALOOL,1590.0,25.0,EXP,"YALKOWSKY,SH & DANNENFELSER,RM (1992)",0.16,25.0,EXP,"LI,J & PERDUE,EM (1995)",2.15e-05,25.0,EXP,"ALTSCHUH,J ET AL. (1999)"
78-75-1,"1,2-DIBROMOPROPANE",1430.0,25.0,EXP,"YAWS,CL ET AL. (1990A)",7.84,25.0,EXP,"JORDAN,TE (1954)",0.00146,25.0,EST,VP/WSOL
78-78-4,ISOPENTANE,48.0,25.0,EXP,"RIDDICK,JA ET AL. (1986)",689.0,25.0,EXP,"DAUBERT,TE & DANNER,RP (1989)",1.4,25.0,EST,VP/WSOL
78-79-5,"2-METHYL-1,3-BUTADIENE",642.0,25.0,EXP,"MCAULIFFE,C (1966)",550.0,25.0,EXP,"ZWOLINSKI,BJ & WILHOIT,RC (1971)",0.0767,25.0,EST,VP/WSOL
78-81-9,ISOBUTYLAMINE,1000000.0,25.0,EXP,"RIDDICK,JA ET AL. (1986)",138.0,25.0,EXP,"DAUBERT,TE & DANNER,RP (1989)",1.36e-05,25.0,EST,VP/WSOL
78-83-1,ISOBUTYL ALCOHOL,85000.0,25.0,EXP,"VALVANI,SC ET AL. (1981)",10.5,25.0,EXP,"DAUBERT,TE & DANNER,RP (1985)",9.78e-06,25.0,EXP,"SNIDER,JR & DAWSON,GA (1985)"
78-84-2,ISOBUTYRALDEHYDE,89000.0,25.0,EXP,"YALKOWSKY,SH & DANNENFELSER,RM (1992)",173.0,25.0,EXP,"BOUBLIK,T ET AL. (1984)",0.00018,25.0,EST,VP/WSOL
78-85-3,METHACROLEIN,50000.0,20.0,EXP,"COLLIN,G & HOKE,H (1985)",155.0,25.0,EXP,"YAWS,CL (1994)",0.000232,25.0,EXP,"ALLEN,JM ET AL. (1997)"
78-86-4,2-CHLOROBUTANE,1000.0,25.0,EXP,"YALKOWSKY,SH & DANNENFELSER,RM (1992)",157.0,25.0,EXP,"DAUBERT,TE & DANNER,RP (1989)",0.0241,25.0,EXP,"LEIGHTON,DTJR & CALO,JM (1981)"
78-87-5,"1,2-DICHLOROPROPANE",2800.0,25.0,EXP,"HORVATH,AL (1982)",53.3,25.0,EXP,"BOUBLIK,T ET AL. (1984)",0.00282,25.0,EXP,"WARNER,HP ET AL. (1987)"
78-88-6,"2,3-DICHLOROPROPENE",2150.0,25.0,EXP,"MACKAY,D & SHIU,WY (1981)",61.2,25.0,EXP,"DAUBERT,TE & DANNER,RP (1989)",0.00416,25.0,EST,VP/WSOL
78-92-2,2-BUTANOL,181000.0,25.0,EXP,"HEFTER,GT (1984A)",18.3,25.0,EXP,"DAUBERT,TE & DANNER,RP (1985)",9.06e-06,25.0,EXP,"SNIDER,JR & DAWSON,GA (1985)"
78-93-3,2-BUTANONE,223000.0,25.0,EXP,"TAFT,RW ET AL. (1985)",90.6,25.0,EXP,"ALARIE,Y ET AL. (1995)",5.69e-05,25.0,EXP,"SNIDER,JR & DAWSON,GA (1985)"
78-94-4,METHYLVINYLKETONE,60600.0,25.0,EST,"MEYLAN,WM ET AL. (1996)",152.0,25.0,EST,"NEELY,WB & BLAU,GE (1985)",4.65e-05,25.0,EXP,"ALLEN,JM ET AL. (1997)"
78-95-5,CHLOROACETONE,90000.0,20.0,EXP,"YALKOWSKY,SH & DANNENFELSER,RM (1992)",12.0,25.0,EXP,"HANN,RWJR & JENSEN,PA (1977)",1.65e-05,25.0,EXP,"BETTERTON,EA (1991)"
78-98-8,METHYL GLYOXAL,1000000.0,25.0,EST,"MEYLAN,WM ET AL. (1996)",26.7,25.0,EST,"NEELY,WB & BLAU,GE (1985)",2.7e-07,25.0,EXP,"BETTERTON,EA & HOFFMAN,MR (1988)"
78-99-9,"1,1-Dichloropropane",2700.0,20.0,EXP,"GUNTHER,FA (1968)",68.3,25.0,EXP,"DYKYJ,J (1970)",0.00376,25.0,EST,VP/WSOL
79-00-5,"1,1,2-TRICHLOROETHANE",4590.0,25.0,EXP,"HORVATH,AL ET AL. (1999)",23.0,25.0,EXP,ENGINEERING SCIENCES DATA UNIT (1976),0.000824,25.0,EXP,"LEIGHTON,DTJR & CALO,JM (1981)"
79-01-6,TRICHLOROETHENE,1280.0,25.0,EXP,"HORVATH,AL ET AL. (1999)",69.0,25.0,EXP,"BOUBLIK,T ET AL. (1984)",0.00985,25.0,EXP,"LEIGHTON,DTJR & CALO,JM (1981)"
79-06-1,ACRYLAMIDE,390000.0,25.0,EXP,"YALKOWSKY,SH & DANNENFELSER,RM (1992)",0.007,25.0,EXP,"BIKALES,NM & KOLODNY,ER (1963)",1.7e-09,25.0,EST,VP/WSOL
79-08-3,BROMOACETIC ACID,1750000.0,25.0,EXP,"BOWDEN,DJ ET AL. (1998A)",0.119,25.0,EXP,"PERRY,RH & GREEN,D (1984)",6.52e-09,25.0,EXP,"BOWDEN,DJ ET AL. (1998A)"
79-09-4,PROPIONIC ACID,1000000.0,25.0,EXP,US EPA (1981),3.53,25.0,EXP,"DAUBERT,TE & DANNER,RP (1985)",4.45e-07,25.0,EXP,"BUTLER,JAV & RAMCHANDANI,CN (1935)"
79-10-7,ACRYLIC ACID,1000000.0,,EXP,"RIDDICK,JA ET AL. (1986)",3.97,25.0,EXP,"DAUBERT,TE & DANNER,RP (1987)",3.7e-07,25.0,EST,VP/WSOL
79-11-8,CHLOROACETIC ACID,858000.0,25.0,EXP,"SEIDELL,A (1941)",0.065,25.0,EXP,"FREITER,ER (1978)",9.26e-09,25.0,EXP,"BOWDEN,DJ ET AL. (1998A)"
79-16-3,N-METHYLACETAMIDE,1000000.0,20.0,EXP,"YALKOWSKY,SH & DANNENFELSER,RM (1992)",0.44,23.0,EXP,"YAWS,CL (1994)",4.23e-08,25.0,EST,VP/WSOL
79-20-9,METHYL ACETATE,243000.0,20.0,EXP,"STEPHEN,H & STEPHEN,T (1963)",216.0,25.0,EXP,"AMBROSE,D ET AL. (1981)",0.000115,25.0,EXP,"BUTTERY,RG ET AL. (1969)"
79-21-0,PEROXYACETIC ACID,1000000.0,25.0,EXP,MERCK INDEX (1996),14.5,25.0,EXP,"DAUBERT,TE & DANNER,RP (1989)",2.14e-06,25.0,EXP,"LIND,JA & KOK,GL (1986)"
79-24-3,NITROETHANE,48000.0,25.0,EXP,"YALKOWSKY,SH & HE,Y (2003)",20.8,25.0,EXP,"DAUBERT,TE & DANNER,RP (1996)",4.76e-05,25.0,EXP,"GAFFNEY,JS ET AL. (1987)"
79-27-6,"1,1,2,2-TETRABROMOETHANE",678.0,25.0,EXP,"HORVATH,AL ET AL. (1999)",0.02,25.0,EXP,"DAUBERT,TE & DANNER,RP (1989)",1.34e-05,25.0,EST,VP/WSOL
79-29-8,"2,3-DIMETHYLBUTANE",22.5,25.0,EXP,"YALKOWSKY,SH & DANNENFELSER,RM (1992)",235.0,25.0,EXP,"DAUBERT,TE & DANNER,RP (1989)",1.18,25.0,EST,VP/WSOL
79-31-2,ISOBUTYRIC ACID,167000.0,20.0,EXP,"YALKOWSKY,SH & DANNENFELSER,RM (1992)",1.81,25.0,EXP,"DAUBERT,TE & DANNER,RP (1989)",8.85e-07,25.0,EXP,"KHAN,I & BRIMBLECOMBE,P (1992)"
79-34-5,"1,1,2,2-TETRACHLOROETHANE",2830.0,25.0,EXP,"HORVATH,AL ET AL. (1999)",4.62,25.0,EXP,"DAUBERT,TE & DANNER,RP (1985)",0.000367,25.0,EXP,"LEIGHTON,DTJR & CALO,JM (1981)"
79-41-4,METHACRYLIC ACID,89000.0,25.0,EXP,ISHOW (NA--),0.99,25.0,EXP,"DAUBERT,TE & DANNER,RP (1997)",3.88e-07,25.0,EXP,"KHAN,I ET AL. (1992)"
79-43-6,DICHLOROACETIC ACID,1000000.0,20.0,EXP,"YALKOWSKY,SH & DANNENFELSER,RM (1992)",0.179,25.0,EXP,"DAUBERT,TE & DANNER,RP (1989)",8.38e-09,25.0,EXP,"BOWDEN,DJ ET AL. (1998A)"
79-46-9,2-NITROPROPANE,17000.0,25.0,EXP,"BAKER,PJJR & BOLLMEIER,AFJR (1981)",17.2,25.0,EXP,"DAUBERT,TE & DANNER,RP (1987)",0.000119,25.0,EST,VP/WSOL
80-15-9,CUMENE HYDROPEROXIDE,13900.0,25.0,EXP,"YALKOWSKY,SH & DANNENFELSER,RM (1992)",0.00327,25.0,EXP,"DAUBERT,TE & DANNER,RP (1989)",4.71e-08,25.0,EST,VP/WSOL
80-56-8,ALPHA-PINENE,2.49,25.0,EXP,"LI,J & PERDUE,EM (1995)",4.75,25.0,EXP,"DAUBERT,TE & DANNER,RP (1989)",0.294,25.0,EST,VP/WSOL
80-62-6,METHYL METHACRYLATE,15000.0,25.0,EXP,"NEMEC,JW & KIRSCH,LS (1981)",38.5,25.0,EXP,"DAUBERT,TE & DANNER,RP (1985)",0.000319,25.0,EST,VP/WSOL
81-64-1,"1,4-DIHYDROXY-9,10-ANTHRACENEDIONE",0.0961,25.0,EXP,"BAUGHMAN,GL & PERENICH,TA (1988)",2.43e-08,25.0,EXP,"MALASPINA,L ET AL. (1973A)",7.99e-08,25.0,EST,VP/WSOL
81-81-2,WARFARIN,17.0,20.0,EXP,"TOMLIN,C (1997)",1.16e-07,21.0,EXP,"HARTLEY,D & KIDD,H (1983)",2.77e-09,21.0,EST,VP/WSOL
82-38-2,DISPERSE RED 9,0.119,25.0,EXP,"BAUGHMAN,GL & WEBER,EJ (1991)",7e-09,25.0,EXT,"BAUGHMAN,GL & PERENICH,TA (1988)",2.97e-08,25.0,EST,VP/WSOL
82-45-1,1-AMINOANTHRAQUINONE,0.3,25.0,EXP,"BAUGHMAN,GL & PERENICH,TA (1988)",5e-09,25.0,EXT,"SHIMIZU,T ET AL. (1987)",4.9e-09,25.0,EST,VP/WSOL
82-66-6,DIPHACINONE,0.3,,EXP,"TOMLIN,C (1994)",1.03e-10,25.0,EXP,"TOMLIN,C (1997)",1.54e-10,25.0,EST,VP/WSOL
82-68-8,PENTACHLORONITROBENZENE,0.44,25.0,EXP,"YALKOWSKY,SH & DANNENFELSER,RM (1992)",5e-05,20.0,EXP,"GILE,JD & GILLETT,JW (1979)",4.42e-05,25.0,EST,VP/WSOL
83-32-9,ACENAPHTHENE,3.9,25.0,EXP,"MILLER,MM ET AL. (1985)",0.00215,25.0,EXP,"SONNEFELD,WJ ET AL. (1983)",0.000184,25.0,EXP,"BAMFORD,HA ET AL. (1999)"
84-15-1,O-TERPHENYL,1.24,25.0,EXP,"YALKOWSKY,SH & DANNENFELSER,RM (1992)",0.00025,25.0,EXT,"DAUBERT,TE & DANNER,RP (1989)",6.11e-05,25.0,EST,VP/WSOL
84-61-7,DICYCLOHEXYL PHTHALATE,4.0,24.0,EXP,"YALKOWSKY,SH & DANNENFELSER,RM (1992)",8.69e-07,25.0,EXT,"WERNER,AC (1952)",1e-07,25.0,EST,VP/WSOL
84-65-1,ANTHRAQUINONE,1.35,25.0,EXP,"YALKOWSKY,SH & DANNENFELSER,RM (1992)",1.16e-07,25.0,EXP,"SHIMIZU,T ET AL. (1987)",2.35e-08,25.0,EST,VP/WSOL
84-66-2,DIETHYL PHTHALATE,1080.0,25.0,EXP,"HOWARD,PH ET AL. (1985)",0.0021,25.0,EXP,"HINCKLEY,DA ET AL. (1990)",6.1e-07,25.0,EST,VP/WSOL
84-74-2,DIBUTYL PHTHALATE,11.2,25.0,EXP,"HOWARD,PH ET AL. (1985)",2.01e-05,25.0,EXP,"DONOVAN,SF (1996)",1.81e-06,23.0,EXP,"ATLAS,E ET AL. (1983)"
84-75-3,DIHEXYL PHTHALATE,0.05,25.0,EXP,"ELLINGTON,JJ (1999)",1.4e-05,25.0,EXP,"HOWARD,PH ET AL. (1985)",2.57e-05,25.0,EST,VP/WSOL
85-01-8,PHENANTHRENE,1.15,25.0,EXP,"SCHWARZ,FP (1977)",0.000121,25.0,EXP,"SONNEFELD,WJ ET AL. (1983)",4.23e-05,25.0,EXP,"BAMFORD,HA ET AL. (1999)"
85-02-9,BENZO(F)QUINOLINE,78.7,25.0,EXP,"PEARLMAN,RS ET AL. (1984)",5.6e-05,25.0,EXP,"MCEACHERN,DM ET AL. (1975)",1.74e-07,25.0,EST,VP/WSOL
85-44-9,PHTHALIC ANHYDRIDE,6200.0,25.0,EXP,"TOWLE,PH ET AL. (1968)",0.000517,25.0,EXT,"JONES,AH (1960)",1.63e-08,25.0,EST,VP/WSOL
85-68-7,BUTYL BENZYL PHTHALATE,2.69,25.0,EXP,"HOWARD,PH ET AL. (1985)",8.25e-06,25.0,EXP,"HOWARD,PH ET AL. (1985)",1.26e-06,25.0,EST,VP/WSOL
86-50-0,METHYL AZINPHOS,20.9,20.0,EXP,"BOWMAN,BT & SANS,WW (1983)",1.6e-06,20.0,EXP,USDA PESTICIDE PROPERTIES DATABASE,2.39e-08,20.0,EST,VP/WSOL
86-57-7,1-NITRONAPHTHALENE,9.18,25.0,EXP,"GANG,Y & XIAOBAI,XU (1992)",0.00048,25.0,EXT,ALDRICH (1988),1.76e-06,25.0,EXP,"ALTSCHUH,J ET AL. (1999)"
86-73-7,9H-FLUORENE,1.69,25.0,EXP,"MAY,WE & WASIK,SP (1978)",0.0006,25.0,EXP,"SONNEFELD,WJ ET AL. (1983)",9.62e-05,25.0,EXP,"SHIU,WY & MACKAY,D (1997)"
86-74-8,CARBAZOLE,1.8,25.0,EXP,"AINSWORTH,CC ET AL. (1989)",7.5e-07,25.0,EXT,"BOUBLIK,T ET AL. (1984)",1.16e-07,25.0,EXP,"ODABASI,M ET AL. (2006)"
87-61-6,"1,2,3-TRICHLOROBENZENE",18.0,25.0,EXP,"CHIOU,CT ET AL. (1986)",0.21,25.0,EXP,"SHIU,WY & MACKAY,D (1997)",0.00125,25.0,EXP,"SHIU,WY & MACKAY,D (1997)"
87-62-7,"2,6-DIMETHYLANILINE",8240.0,25.0,EXP,"HUYSKENS,P ET AL. (1975)",0.13,25.0,EXP,"CHAO,J ET AL. (1983)",2.52e-06,25.0,EST,VP/WSOL
